"CVE","CWE","Description","Weakness_Description"
"CVE-2002-1796","CWE-347","ChaiVM EZloader for HP color LaserJet 4500 and 4550 and HP LaserJet 4100 and 8150 does not properly verify JAR signatures for new services, which allows local users to load unauthorized Chai services.","Does not properly verify signatures for ""trusted"" entities."
"CVE-2005-2181","CWE-347","Cisco 7940/7960 Voice over IP (VoIP) phones do not properly check the Call-ID, branch, and tag values in a NOTIFY message to verify a subscription, which allows remote attackers to spoof messages such as the ""Messages waiting"" message.","Insufficient verification allows spoofing."
"CVE-2005-2182","CWE-347","Grandstream BudgeTone (BT) 100 Voice over IP (VoIP) phones do not properly check the Call-ID, branch, and tag values in a NOTIFY message to verify a subscription, which allows remote attackers to spoof messages such as the ""Messages waiting"" message.","Insufficient verification allows spoofing."
"CVE-2002-1706","CWE-347","Cisco IOS software 11.3 through 12.2 running on Cisco uBR7200 and uBR7100 series Universal Broadband Routers allows remote attackers to modify Data Over Cable Service Interface Specification (DOCSIS) settings via a DOCSIS file without a Message Integrity Check (MIC) signature, which is approved by the router.","Accepts a configuration file without a Message Integrity Check (MIC) signature."
"CVE-2001-0860","CWE-348","Terminal Services Manager MMC in Windows 2000 and XP trusts the Client Address (IP address) that is provided by the client instead of obtaining it from the packet headers, which allows clients to spoof their public IP address, e.g. through a Network Address Translation (NAT).","Product uses IP address provided by a client, instead of obtaining it from the packet headers, allowing easier spoofing."
"CVE-2004-1950","CWE-348","phpBB 2.0.8a and earlier trusts the IP address that is in the X-Forwarded-For in the HTTP header, which allows remote attackers to spoof IP addresses.","Web product uses the IP address in the X-Forwarded-For HTTP header instead of a server variable that uses the connecting IP address, allowing filter bypass."
"CVE-2001-0908","CWE-348","CITRIX Metaframe 1.8 logs the Client Address (IP address) that is provided by the client instead of obtaining it from the packet headers, which allows clients to spoof their public IP address, e.g. through Network Address Translation (NAT).","Product logs IP address specified by the client instead of obtaining it from the packet headers, allowing information hiding."
"CVE-2006-1126","CWE-348","Gallery 2 up to 2.0.2 allows remote attackers to spoof their IP address via a modified X-Forwarded-For (X_FORWARDED_FOR) HTTP header, which is checked by Gallery before other more reliable sources of IP address information, such as REMOTE_ADDR.","PHP application uses IP address from X-Forwarded-For HTTP header, instead of REMOTE_ADDR."
"CVE-2002-0018","CWE-349","In Microsoft Windows NT and Windows 2000, a trusting domain that receives authorization information from a trusted domain does not verify that the trusted domain is authoritative for all listed SIDs, which allows remote attackers to gain Domain Administrator privileges on the trusting domain by injecting SIDs from untrusted domains into the authorization data that comes from from the trusted domain.","Does not verify that trusted entity is authoritative for all entities in its response."
"CVE-2006-5462","CWE-349","Mozilla Network Security Service (NSS) library before 3.11.3, as used in Mozilla Firefox before 1.5.0.8, Thunderbird before 1.5.0.8, and SeaMonkey before 1.0.6, when using an RSA key with exponent 3, does not properly handle extra data in a signature, which allows remote attackers to forge signatures for SSL/TLS and email certificates. NOTE: this identifier is for unpatched product versions that were originally intended to be addressed by CVE-2006-4340.","use of extra data in a signature allows certificate signature forging"
"CVE-2005-2169","CWE-35","Directory traversal vulnerability in source.php in Quick & Dirty PHPSource Printer 1.1 and earlier allows remote attackers to read arbitrary files via "".../...//"" sequences in the file parameter, which are reduced to ""../"" when PHPSource Printer uses a regular expression to remove ""../"" sequences.","chain: "".../...//"" bypasses protection mechanism using regexp's that remove ""../"" resulting in collapse into an unsafe value ""../"" (CWE-182) and resultant path traversal."
"CVE-2005-0202","CWE-35","Directory traversal vulnerability in the true_path function in private.py for Mailman 2.1.5 and earlier allows remote attackers to read arbitrary files via "".../....///"" sequences, which are not properly cleansed by regular expressions that are intended to remove ""../"" and ""./"" sequences.",""".../....///"" bypasses regexp's that remove ""./"" and ""../"""
"CVE-2001-1488","CWE-350","Open Projects Network Internet Relay Chat (IRC) daemon u2.10.05.18 does not perform a double-reverse DNS lookup, which allows remote attackers to spoof any valid hostname on the Internet.  NOTE: a followup post suggests that this is not an issue in the daemon.","Does not do double-reverse lookup to prevent DNS spoofing."
"CVE-2001-1500","CWE-350","ProFTPD 1.2.2rc2, and possibly other versions, does not properly verify reverse-resolved hostnames by performing forward resolution, which allows remote attackers to bypass ACLs or cause an incorrect client hostname to be logged.","Does not verify reverse-resolved hostnames in DNS."
"CVE-2000-1221","CWE-350","The line printer daemon (lpd) in the lpr package in multiple Linux operating systems authenticates by comparing the reverse-resolved hostname of the local machine to the hostname of the print server as returned by gethostname, which allows remote attackers to bypass intended access controls by modifying the DNS for the attacking IP.","Authentication bypass using spoofed reverse-resolved DNS hostnames."
"CVE-2002-0804","CWE-350","Bugzilla 2.14 before 2.14.2, and 2.16 before 2.16rc2, when configured to perform reverse DNS lookups, allows remote attackers to bypass IP restrictions by connecting from a system with a spoofed reverse DNS hostname.","Authentication bypass using spoofed reverse-resolved DNS hostnames."
"CVE-2001-1155","CWE-350","TCP Wrappers (tcp_wrappers) in FreeBSD 4.1.1 through 4.3 with the PARANOID ACL option enabled does not properly check the result of a reverse DNS lookup, which could allow remote attackers to bypass intended access restrictions via DNS spoofing.","Filter does not properly check the result of a reverse DNS lookup, which could allow remote attackers to bypass intended access restrictions via DNS spoofing."
"CVE-2004-0892","CWE-350","Microsoft Proxy Server 2.0 and Microsoft ISA Server 2000 (which is included in Small Business Server 2000 and Small Business Server 2003 Premium Edition) allows remote attackers to spoof trusted Internet content on a specially crafted webpage via spoofed reverse DNS lookup results.","Reverse DNS lookup used to spoof trusted content in intermediary."
