CVE,New CWE,Reasoning
CVE-2022-4036,CWE-804,"(Chains: CWE-328->CWE-804) The CVE desc states ""vulnerable to CAPTCHA bypass"" and ""due to the use of insufficiently strong hashing algorithm"""
CVE-2022-40621,CWE-294,"CVE desc states ""capture the hashed password of a logged on user and use it in a classic Pass-the-Hash style attack."""
CVE-2022-40843,CWE-285,"CVE desc states ""vulnerable to improper authorization / improper session management that allows the router login page to be bypassed."""
CVE-2022-41209,CWE-326,"The desc mentions ""encryption method which lacks proper diffusion and does not hide the patterns well"". NVD Provider maps to CWE-326."
CVE-2022-41541,CWE-294,"Github ref mentions ""authentication method accepts a replayed HTTP packet"""
CVE-2022-41575,CWE-256,"advisory/2022-13 ref says ""data [can be stored] in an Amazon S3 compatible object store [including] access credentials [and] expose these credentials in plaintext."""
CVE-2022-41627,CWE-319,"CISA ref mentions ""IoT device...has no encryption for its data-over-sound protocols"""
CVE-2022-41666,CWE-347,"""CWE-347: Improper Verification of Cryptographic Signature"" in desc and NVD provider maps to CWE-347"
CVE-2022-41669,CWE-347,"""CWE-347: Improper Verification of Cryptographic Signature"" in desc and NVD provider maps to CWE-347"
CVE-2022-41862,CWE-170,"(Chains: CWE-170->CWE-126, CWE-170->CWE-908) desc: ""send an unterminated string... over-read and report an error message containing uninitialized bytes."""
CVE-2022-41862,CWE-126,"(Chains: CWE-170->CWE-126, CWE-170->CWE-908) desc: ""send an unterminated string... over-read and report an error message containing uninitialized bytes."""
CVE-2022-41862,CWE-908,"(Chains: CWE-170->CWE-126, CWE-170->CWE-908) desc: ""send an unterminated string... over-read and report an error message containing uninitialized bytes."""
CVE-2022-41862,UNSURE,"(Chains: CWE-170->CWE-126, CWE-170->CWE-908) desc: ""send an unterminated string... over-read and report an error message containing uninitialized bytes."""
CVE-2022-41876,CWE-922,"Desc mentions ""Insecure Storage of Sensitive Information"" and NVD Contributor maps to CWE-922."
CVE-2022-41904,CWE-357,"""events... did not get decorated accordingly (with warning shields)."""
CVE-2022-41933,CWE-256,"Desc mentions ""the password was then stored in plain text"""
CVE-2022-41983,CWE-319,"Desc mentions ""send data unencrypted"""
CVE-2022-42041,CWE-506,"""code-execution backdoor inserted by a third party."""
CVE-2022-42042,CWE-506,"""code-execution backdoor inserted by a third party."""
CVE-2022-42159,CWE-337,"Desc mentions ""predictable seed in a Pseudo-Random Number Generator"""
CVE-2022-42467,CWE-1188,"Desc mentions ""When running in prototype mode... is automatically made available with the ability to directly query the database"""
CVE-2022-42931,CWE-313,"Desc mentions ""username... was saved... to an unencrypted file on disk."" -------------------------------(19)-------------------------------"
CVE-2022-4304,CWE-208,"(Chains: CWE-208->CWE-327) Desc mentions ""timing based side channel ... in a Bleichenbacher style attack"""
CVE-2022-4304,CWE-327,"(Chains: CWE-208->CWE-327) Desc mentions ""timing based side channel ... in a Bleichenbacher style attack"""
CVE-2022-4312,CWE-256,"Desc mentions ""cleartext storage of sensitive information... discover... credentials and the... PIN code."" Ref is broken."
CVE-2022-43460,CWE-257,"JVN.jp ref mentions ""passwords are stored in a recoverable format"""
CVE-2022-43922,CWE-328,"Desc mentions ""weak hash of an API Key"""
CVE-2022-45379,CWE-328,"Desc mentions use of weak hash function ""SHA-1 hash"""
CVE-2022-45423,CWE-306,"(Chains: CWE-306->CWE-522) Desc mentions ""unauthenticated request of ... credentials"""
CVE-2022-45423,CWE-522,"(Chains: CWE-306->CWE-522) Desc mentions ""unauthenticated request of ... credentials"""
CVE-2022-45424,CWE-306,"(Chains: CWE-306->CWE-522) Ref mentions ""unauthenticated request of AES crypto key"""
CVE-2022-45424,CWE-522,"(Chains: CWE-306->CWE-522) Ref mentions ""unauthenticated request of AES crypto key"""
CVE-2022-45425,CWE-321,"Ref mentions ""hard-coded cryptographic key"""
CVE-2022-45597,CWE-295,"Desc mentions ""Missing SSL Certificate Validation"""
CVE-2022-45782,CWE-338,"(Chains: CWE-338->CWE-640) Desc mentions ""cryptographically insecure random generation algorithm for password-reset token generation""."
CVE-2022-45782,CWE-640,"(Chains: CWE-338->CWE-640) Desc mentions ""cryptographically insecure random generation algorithm for password-reset token generation""."
CVE-2022-45877,CWE-319,"(Chains: CWE-319->CWE-522) Desc mentions ""PIN code is transmitted ....in plain text"""
CVE-2022-45877,CWE-522,"(Chains: CWE-319->CWE-522) Desc mentions ""PIN code is transmitted ....in plain text"""
CVE-2022-45935,CWE-378,"Desc mentions ""Usage of temporary files with insecure permissions""."
CVE-2022-46142,CWE-257,"Desc and vendor ref mention ""Attackers with physical access... could retrieve the file and decrypt user passwords"". NVD vendor Provider maps to CWE-257."
CVE-2022-46163,CWE-89,"Vendor security advisory mentions ""Ransack query injection""."
CVE-2022-46505,CWE-665,"(Chains: CWE-665->CWE-1391) Github ref mentions ""when the storage list is initialized, MasterSecret is all zeros...calculate the key and decrypt the TLS communication data"""
CVE-2022-46505,CWE-1391,"(Chains: CWE-665->CWE-1391) Github ref mentions ""when the storage list is initialized, MasterSecret is all zeros...calculate the key and decrypt the TLS communication data"""
CVE-2022-48195,CWE-304,"Desc says ""no random nonce is generated (instead, the nonce is empty)... insufficient randomness being used during authentication"""
CVE-2022-48257,CWE-277,"""predictable logfile names"". issues/555 ref says ""when using shared world-writable directories like /tmp then at least O_NOFOLLOW|O_EXCL|O_CREAT should also be added to open() flags... the file mode mask should be set in a way that the resulting files only have 0600 permissions"""
CVE-2021-26350,CWE-367,"Issue is specifically described as a ""TOCTOU"" race condition"
CVE-2021-26622,CWE-20,"(Chains: CWE-20->CWE-1336) ""SSTI vulnerability and insufficient file name parameter validation"" in description"
CVE-2021-26622,CWE-1336,"(Chains: CWE-20->CWE-1336) ""SSTI vulnerability and insufficient file name parameter validation"" in description"
CVE-2021-27785,CWE-522,"""attacker to obtain sensitive personal information"" in description is a technical impact, although Reference source maps to CWE-522, and since we don't have further info, mapping to this."
CVE-2021-29468,CWE-1289,"(Chains: CWE-1289->CWE-41) ""repository that contains symbolic links as well as files with backslash characters in the file name may cause Git to overwrite arbitrary files"" in github security advisory reference. This reference maps to CWE-41 and CWE-1289"
CVE-2021-29468,CWE-41,"(Chains: CWE-1289->CWE-41) ""repository that contains symbolic links as well as files with backslash characters in the file name may cause Git to overwrite arbitrary files"" in github security advisory reference. This reference maps to CWE-41 and CWE-1289"
CVE-2021-30342,CWE-367,"qualcomm reference describes issue as ""Time-of-check Time-of-use Race Condition"""
CVE-2021-30343,CWE-367,"qualcomm reference describes issue as ""Time-of-check Time-of-use Race Condition"""
CVE-2021-30347,CWE-367,"qualcomm reference describes issue as ""Time-of-check Time-of-use Race Condition"""
CVE-2021-3433,CWE-703,"""Improper Check or Handling of Exceptional Conditions"" in description."
CVE-2021-3436,CWE-694,"Reference says ""we donâ€™t check for an existing bond with the same identity address.This means that a duplicate entry will be created in RAM"""
CVE-2021-35082,CWE-367,"""Time-of-check Time-of-use Race Condition"" in reference"
CVE-2021-3510,CWE-588,"""contain Attempt to Access Child of a Non-structure Pointer (CWE-588)"" in desc"
CVE-2021-35111,CWE-367,"reference includes ""Time-of-check Time-of-use (TOCTOU) Race Condition in Modem"""
CVE-2021-3581,CWE-1284,"(Chains: CWE-1284->CWE-805) reference description includes ""did not effectively check the length of the incoming HCI data"" and maps to CWE-805"
CVE-2021-3581,CWE-805,"(Chains: CWE-1284->CWE-805) reference description includes ""did not effectively check the length of the incoming HCI data"" and maps to CWE-805"
CVE-2021-35937,CWE-367,"(Chains: CWE-367->CWE-61) ""TOCTOU race in check for unsafe symlinks"" and ""OS: Linux"" in Bugzilla bug report"
CVE-2021-35937,CWE-61,"(Chains: CWE-367->CWE-61) ""TOCTOU race in check for unsafe symlinks"" and ""OS: Linux"" in Bugzilla bug report"
CVE-2021-43395,CWE-833,"""cause a deadlock"" in desc"
CVE-2021-46362,CWE-1336,"""Server-Side Template Injection (SSTI) vulnerability"" in description"
CVE-2022-0207,CWE-362,"""race condition"" in description. Information exposure seems to be a result of the race."
CVE-2022-0280,CWE-367,"reference describes issue as ""Time-of-check Time-of-use (TOCTOU) Race Condition"" and maps to CWE-367"
CVE-2022-0414,CWE-1284,"huntr.dev reference - ""vulnerable to Business Logic Errors...since these values can be negative numbers."""
CVE-2022-0596,CWE-1284,"huntr.dev reference - ""The product is vulnerable to Business Logic error through negative product amount."""
CVE-2022-0915,CWE-367,"""Time-of-check Time-of-use (TOCTOU) Race Condition"" in description"
CVE-2022-1794,CWE-256,"""stores PLC passwords as plain text"" in description"
CVE-2022-20458,CWE-532,"logs ""could contain sensitive information"" in desc"
CVE-2022-20651,CWE-532,"""storage of unencrypted credentials in certain logs"" in description"
CVE-2022-20958,CWE-20,"(Chains: CWE-20->CWE-918) ""server-side request forgery (SSRF)...due to insufficient validation of user-supplied input"" in description"
CVE-2022-20958,CWE-918,"(Chains: CWE-20->CWE-918) ""server-side request forgery (SSRF)...due to insufficient validation of user-supplied input"" in description"
CVE-2022-21198,CWE-367,"""Time-of-check time-of-use race condition"" in description"
CVE-2022-2165,CWE-20,"(Chains: CWE-20->CWE-1007) ""Insufficient data validation"" in desc. ""URL spoofing"" with characters that have ""added diacritics"" in chromereleases reference."
CVE-2022-2165,CWE-1007,"(Chains: CWE-20->CWE-1007) ""Insufficient data validation"" in desc. ""URL spoofing"" with characters that have ""added diacritics"" in chromereleases reference."
CVE-2022-21772,CWE-362,"(Chains: CWE-362->CWE-843) ""type confusion due to a race condition"" in description"
CVE-2022-21772,CWE-843,"(Chains: CWE-362->CWE-843) ""type confusion due to a race condition"" in description"
CVE-2022-22069,CWE-312,"desc says ""may store unencrypted [information]"". Vendor ref maps to CWE-310, a category, so CWE-312 is used."
CVE-2022-22183,CWE-284,"""Improper Access Control vulnerability"" in description"
CVE-2022-22220,CWE-362,"""Time-of-check Time-of-use (TOCTOU) Race Condition"" in description"
CVE-2022-22225,CWE-362,"""Time-of-check Time-of-use (TOCTOU) Race Condition"" in description"
CVE-2022-22297,CWE-792,"""incomplete filtering of one or more instances of special elements"" in description and vendor ref maps to CWE-792"
CVE-2022-22303,CWE-497,Desc contains name and ID of CWE-497 explicitly
CVE-2022-22458,CWE-256,"Desc says ""stores user credentials in plain clear text"". NVD vendor Reference maps to CWE-256."
CVE-2022-23114,CWE-256,"Desc says ""stores password unencrypted""."
CVE-2022-23651,CWE-367,"Desc says ""time-of-check-time-of-use (TOCTOU) race condition""."
CVE-2022-23653,CWE-367,"Desc says ""time-of-check-time-of-use (TOCTOU) race condition"""
CVE-2022-24041,CWE-916,"Desc says ""stores the PBKDF2 derived key of users passwords with a low iteration count."" NVD vendor Contributor maps to CWE-916."
